유비,현덕
유비,유황숙
유비,선주
관우,운장
관우,관공
장비,익덕
미축,자중
손권,중모
순욱,문약
유표,경승
장료,문원
제갈량,공명
제갈량,와룡
조운,자룡
조조,맹덕
하후돈,원양
허저,중강
서서,원직
