유비,현덕
유비,유황숙
유비,선주
관우,운장
관우,관공
장비,익덕
공손찬,백규
곽가,봉효
노숙,자경
도겸,공조
동탁,중영
마속,유상
마초,맹기
미축,자중
방덕,영명
방통,봉추
사마의,중달
손권,중모
순욱,문약
여포,봉선
여몽,자명
왕윤,자사
원소,본초
원술,공로
위연,문장
유선,공사
유선,후주
유표,경승
육손,백언
장료,문원
정욱,중덕
제갈량,공명
제갈량,와룡
제갈근,자유
조기,빈경
조운,자룡
조조,맹덕
하후돈,원양
허저,중강
황충,한승
주유,공근
서황,서황
맹획,맹획
관평,관평
