유비,현덕
유비,유황숙
유비,선주
관우,운장
관우,관공
장비,익덕
노숙,자경
마속,유상
마초,맹기
미축,자중
방덕,영명
방통,봉추
손권,중모
여몽,자명
위연,문장
육손,백언
장료,문원
정욱,중덕
제갈량,공명
제갈량,와룡
제갈근,자유
조운,자룡
조조,맹덕
하후돈,원양
허저,중강
황충,한승
주유,공근
서서,원직
서황,서황
