유비,현덕
유비,유황숙
유비,선주
관우,운장
관우,관공
장비,익덕
공손찬,백규
동탁,중영
손권,중모
여포,봉선
왕윤,자사
원소,본초
원술,공로
조조,맹덕
하후돈,원양
